cmte,app,memno,cid,job,exp,panelist,exp_high,exp_low,exp_none,score
41,4,06,41_06,panelist,low,1,0,1,0,4.527419171137658
41,4,07,41_07,panelist,high,1,1,0,0,3.8420672754170946
41,4,08,41_08,panelist,high,1,1,0,0,4.131071522291258
41,4,09,41_09,panelist,high,1,1,0,0,4.467839831403745
41,4,10,41_10,panelist,med,1,0,0,0,3.979609894107852
41,4,11,41_11,reviewer,none,0,0,0,1,4.2154764708409065
41,4,12,41_12,panelist,high,1,1,0,0,4.366717026483108
41,4,13,41_13,panelist,high,1,1,0,0,4.628125939065519
41,4,14,41_14,panelist,none,1,0,0,1,4.4584527577681206
41,4,15,41_15,panelist,med,1,0,0,0,4.2349621757491684
41,4,16,41_16,panelist,low,1,0,1,0,4.426040476291557
41,4,17,41_17,panelist,med,1,0,0,0,4.253323309195424
41,4,18,41_18,panelist,med,1,0,0,0,3.9089184304290927
41,4,19,41_19,reviewer,high,0,1,0,0,3.7038471744312935
41,4,20,41_20,panelist,med,1,0,0,0,4.380902321367322
41,4,21,41_21,panelist,med,1,0,0,0,4.231898606623307
41,4,22,41_22,panelist,med,1,0,0,0,4.120240200579541
41,4,23,41_23,panelist,med,1,0,0,0,4.034259600844623
41,4,24,41_24,panelist,med,1,0,0,0,3.7946846548075497
41,5,01,41_01,panelist,high,1,1,0,0,3.667773971437672
41,5,02,41_02,panelist,med,1,0,0,0,4.367015726032265
41,5,03,41_03,reviewer,low,0,0,1,0,3.64969153389433
41,5,04,41_04,panelist,med,1,0,0,0,3.773088199416606
41,5,05,41_05,panelist,high,1,1,0,0,3.644719914191882
41,5,06,41_06,panelist,low,1,0,1,0,4.3923355142571525
41,5,07,41_07,reviewer,none,0,0,0,1,3.877768976811795
41,5,08,41_08,panelist,low,1,0,1,0,4.317669882304302
41,5,09,41_09,reviewer,high,0,1,0,0,3.8709864940361842
41,5,10,41_10,panelist,med,1,0,0,0,4.218161558252893
41,5,11,41_11,panelist,med,1,0,0,0,3.53851462490142
41,5,12,41_12,panelist,med,1,0,0,0,3.878095776002753
41,5,13,41_13,panelist,none,1,0,0,1,4.388718392514934
41,5,14,41_14,panelist,none,1,0,0,1,4.200321819134319
41,5,15,41_15,panelist,med,1,0,0,0,3.9336306581742564
41,5,16,41_16,panelist,med,1,0,0,0,4.0352528290524745
41,5,17,41_17,panelist,high,1,1,0,0,4.137327673342229
41,5,18,41_18,panelist,med,1,0,0,0,3.9873019839076607
41,5,19,41_19,panelist,low,1,0,1,0,3.6468933158506665
41,5,20,41_20,panelist,none,1,0,0,1,4.26652139518866
41,5,21,41_21,panelist,med,1,0,0,0,3.799987543199718
41,5,22,41_22,panelist,high,1,1,0,0,3.7934417660693622
41,5,23,41_23,panelist,high,1,1,0,0,4.313861160252774
41,5,24,41_24,panelist,med,1,0,0,0,3.5218766520485394
41,6,01,41_01,panelist,high,1,1,0,0,4.082344791505543
41,6,02,41_02,panelist,low,1,0,1,0,4.811754800922454
41,6,03,41_03,panelist,med,1,0,0,0,4.026055414145853
41,6,04,41_04,panelist,med,1,0,0,0,4.197982867137224
41,6,05,41_05,panelist,med,1,0,0,0,3.838692234118139
41,6,06,41_06,reviewer,med,0,0,0,0,4.329315067469192
41,6,07,41_07,panelist,low,1,0,1,0,4.15720133696384
41,6,08,41_08,panelist,none,1,0,0,1,4.780238498786312
41,6,09,41_09,panelist,none,1,0,0,1,4.597079672593993
41,6,10,41_10,panelist,low,1,0,1,0,4.602140271848487
41,6,11,41_11,panelist,high,1,1,0,0,3.9049200305183542
41,6,12,41_12,reviewer,med,0,0,0,0,4.377324165100429
41,6,13,41_13,reviewer,med,0,0,0,0,3.958930355536302
41,6,14,41_14,panelist,med,1,0,0,0,4.16586217649526
41,6,15,41_15,panelist,high,1,1,0,0,4.183995044404878
41,6,16,41_16,panelist,low,1,0,1,0,4.115334236042537
41,6,17,41_17,panelist,high,1,1,0,0,4.208245425877447
41,6,18,41_18,panelist,none,1,0,0,1,4.195742283604499
41,6,19,41_19,panelist,high,1,1,0,0,4.185660414598429
41,6,20,41_20,panelist,med,1,0,0,0,4.2662758500741
41,6,21,41_21,panelist,med,1,0,0,0,4.233260800196446
41,6,22,41_22,panelist,med,1,0,0,0,4.757329055758527
41,6,23,41_23,panelist,none,1,0,0,1,4.874656082842766
41,6,24,41_24,panelist,high,1,1,0,0,3.9196077361355286
41,7,01,41_01,panelist,low,1,0,1,0,4.293730634953628
41,7,02,41_02,panelist,low,1,0,1,0,4.853701715120783
41,7,03,41_03,panelist,high,1,1,0,0,4.358755489944337
41,7,04,41_04,panelist,med,1,0,0,0,4.276207133052634
41,7,05,41_05,panelist,low,1,0,1,0,4.436585957567289
41,7,06,41_06,reviewer,med,0,0,0,0,4.565831548423031
41,7,07,41_07,panelist,med,1,0,0,0,4.214752331889408
41,7,08,41_08,panelist,high,1,1,0,0,4.763903151695759
41,7,09,41_09,panelist,med,1,0,0,0,4.8081311039662795
41,7,10,41_10,reviewer,med,0,0,0,0,3.9439302278599073
41,7,11,41_11,panelist,low,1,0,1,0,4.498452829039321
41,7,12,41_12,panelist,med,1,0,0,0,4.607825388308109
41,7,13,41_13,panelist,high,1,1,0,0,4.865107919900979
41,7,14,41_14,panelist,high,1,1,0,0,4.375977196547278
41,7,15,41_15,reviewer,med,0,0,0,0,4.185736128998257
41,7,16,41_16,panelist,high,1,1,0,0,4.041311016529021
41,7,17,41_17,panelist,med,1,0,0,0,4.647568358221596
41,7,18,41_18,panelist,none,1,0,0,1,4.586196028663102
41,7,19,41_19,panelist,med,1,0,0,0,4.222239268079518
41,7,20,41_20,panelist,med,1,0,0,0,4.23107189229834
41,7,21,41_21,panelist,none,1,0,0,1,4.6241262457282515
41,7,22,41_22,panelist,none,1,0,0,1,4.476010840237243
41,7,23,41_23,panelist,none,1,0,0,1,4.466359630653421
41,7,24,41_24,panelist,high,1,1,0,0,3.9856078030250397
41,8,01,41_01,reviewer,none,0,0,0,1,3.6374952394269875
41,8,02,41_02,panelist,med,1,0,0,0,3.910152598664434
41,8,03,41_03,panelist,med,1,0,0,0,3.681742922929731
41,8,04,41_04,panelist,high,1,1,0,0,3.7400056545522293
41,8,05,41_05,panelist,med,1,0,0,0,3.586706206150106
41,8,06,41_06,panelist,none,1,0,0,1,3.9039375209733915
41,8,07,41_07,panelist,low,1,0,1,0,3.78555944138489
41,8,08,41_08,panelist,med,1,0,0,0,4.154172796072832
41,8,09,41_09,reviewer,med,0,0,0,0,4.022774264668624
41,8,10,41_10,panelist,low,1,0,1,0,4.148325121840727
41,8,11,41_11,panelist,high,1,1,0,0,3.7373082705209053
41,8,12,41_12,panelist,high,1,1,0,0,3.598314851034087
41,8,13,41_13,panelist,med,1,0,0,0,4.620975034887757
41,8,14,41_14,panelist,high,1,1,0,0,3.8420170074287063
41,8,15,41_15,panelist,none,1,0,0,1,4.1936893356015394
41,8,16,41_16,panelist,med,1,0,0,0,3.7664105787166537
41,8,17,41_17,panelist,low,1,0,1,0,3.893121860912881
41,8,18,41_18,panelist,med,1,0,0,0,3.752880441744928
41,8,19,41_19,panelist,med,1,0,0,0,3.5990388865635086
41,8,20,41_20,panelist,low,1,0,1,0,4.264136265854003
41,8,21,41_21,reviewer,med,0,0,0,0,3.6903036771779436
41,8,22,41_22,panelist,high,1,1,0,0,3.8428948029918004
41,8,23,41_23,panelist,high,1,1,0,0,3.9085448129968934
41,8,24,41_24,panelist,none,1,0,0,1,3.881887614744233
41,9,01,41_01,panelist,med,1,0,0,0,4.05114914908033
41,9,02,41_02,reviewer,med,0,0,0,0,4.677305437843715
41,9,03,41_03,panelist,none,1,0,0,1,4.23551830602785
41,9,04,41_04,panelist,low,1,0,1,0,4.1808221030105095
41,9,05,41_05,panelist,high,1,1,0,0,4.188942676719313
41,9,06,41_06,panelist,low,1,0,1,0,4.52193543175292
41,9,07,41_07,panelist,high,1,1,0,0,4.516351473679313
41,9,08,41_08,panelist,low,1,0,1,0,4.841230860837129
41,9,09,41_09,panelist,high,1,1,0,0,4.6963663022444635
41,9,10,41_10,panelist,med,1,0,0,0,4.437731320749458
41,9,11,41_11,panelist,med,1,0,0,0,4.012936293332733
41,9,12,41_12,panelist,med,1,0,0,0,4.4089781961257195
41,9,13,41_13,panelist,none,1,0,0,1,4.599113108750482
41,9,14,41_14,panelist,high,1,1,0,0,4.2138394890837905
41,9,15,41_15,panelist,none,1,0,0,1,4.307184202407292
41,9,16,41_16,panelist,high,1,1,0,0,4.258077748903309
41,9,17,41_17,panelist,med,1,0,0,0,4.635277627216654
41,9,18,41_18,reviewer,none,0,0,0,1,4.6001700247452195
41,9,19,41_19,panelist,high,1,1,0,0,3.876228645432948
41,9,20,41_20,panelist,med,1,0,0,0,4.431717290028567
41,9,21,41_21,panelist,med,1,0,0,0,4.72434812594875
41,9,22,41_22,panelist,med,1,0,0,0,4.301000585200835
41,9,23,41_23,reviewer,low,0,0,1,0,4.428336765528843
41,9,24,41_24,panelist,med,1,0,0,0,4.188160818305224
41,10,01,41_01,panelist,high,1,1,0,0,3.6249310528210867
41,10,02,41_02,panelist,high,1,1,0,0,4.313480895508432
41,10,03,41_03,panelist,med,1,0,0,0,4.012170699141383
41,10,04,41_04,panelist,low,1,0,1,0,4.304197875087352
41,10,05,41_05,panelist,med,1,0,0,0,3.6408831021704544
41,10,06,41_06,panelist,med,1,0,0,0,4.039146137158666
41,10,07,41_07,reviewer,none,0,0,0,1,3.731979238179887
41,10,08,41_08,reviewer,none,0,0,0,1,4.1892513501508635
41,10,09,41_09,panelist,med,1,0,0,0,4.347424198067503
41,10,10,41_10,panelist,high,1,1,0,0,3.8295848459774136
41,10,11,41_11,panelist,med,1,0,0,0,3.8215020467741274
41,10,12,41_12,panelist,low,1,0,1,0,4.796898602502232
41,10,13,41_13,panelist,high,1,1,0,0,4.467236324503505
41,10,14,41_14,panelist,low,1,0,1,0,4.528225558865232
41,10,15,41_15,panelist,med,1,0,0,0,4.07654354416694
41,10,16,41_16,panelist,high,1,1,0,0,3.676275175919722
41,10,17,41_17,reviewer,none,0,0,0,1,3.8460301774525187
41,10,18,41_18,panelist,med,1,0,0,0,3.8296459102487836
41,10,19,41_19,panelist,med,1,0,0,0,3.6824736521830816
41,10,20,41_20,panelist,none,1,0,0,1,4.437488717539715
41,10,21,41_21,panelist,med,1,0,0,0,3.9003778207304807
41,10,22,41_22,panelist,med,1,0,0,0,4.13423480947117
41,10,23,41_23,panelist,high,1,1,0,0,4.082715741332149
41,10,24,41_24,panelist,low,1,0,1,0,3.6292423905522226
41,11,01,41_01,panelist,med,1,0,0,0,4.281063582522429
41,11,02,41_02,panelist,med,1,0,0,0,4.639755571183035
41,11,03,41_03,panelist,med,1,0,0,0,4.018021936973478
41,11,04,41_04,panelist,med,1,0,0,0,4.0505759198294236
41,11,05,41_05,panelist,low,1,0,1,0,3.8226704936383773
41,11,06,41_06,panelist,high,1,1,0,0,3.8892448142414584
41,11,07,41_07,panelist,med,1,0,0,0,3.676116802818928
41,11,08,41_08,panelist,med,1,0,0,0,4.328996150019669
41,11,09,41_09,panelist,med,1,0,0,0,4.43971741706611
41,11,10,41_10,reviewer,high,0,1,0,0,3.6619607023503415
41,11,11,41_11,panelist,high,1,1,0,0,3.9040889141897788
41,11,12,41_12,panelist,high,1,1,0,0,3.7384138608839788
41,11,13,41_13,reviewer,high,0,1,0,0,4.092022767429041
41,11,14,41_14,panelist,none,1,0,0,1,4.015031433630153
41,11,15,41_15,panelist,low,1,0,1,0,3.821804903339434
41,11,16,41_16,panelist,med,1,0,0,0,3.748067640014041
41,11,17,41_17,panelist,none,1,0,0,1,4.072504326011238
41,11,18,41_18,panelist,high,1,1,0,0,3.9595250802987163
41,11,19,41_19,panelist,med,1,0,0,0,3.6623441149507463
41,11,20,41_20,panelist,low,1,0,1,0,4.235069409822772
41,11,21,41_21,panelist,none,1,0,0,1,4.485201598232906
41,11,22,41_22,panelist,none,1,0,0,1,4.260579162515052
41,11,23,41_23,panelist,med,1,0,0,0,4.18483274919922
41,11,24,41_24,reviewer,low,0,0,1,0,3.5158507175091898
41,12,01,41_01,reviewer,low,0,0,1,0,4.093538293647946
41,12,02,41_02,reviewer,high,0,1,0,0,4.280830143904763
41,12,03,41_03,panelist,high,1,1,0,0,3.6203477111926836
41,12,04,41_04,panelist,high,1,1,0,0,3.7985974785388983
41,12,05,41_05,panelist,med,1,0,0,0,3.8001990246509836
41,12,06,41_06,panelist,none,1,0,0,1,4.19787499603154
41,12,07,41_07,panelist,med,1,0,0,0,4.048033643615593
41,12,08,41_08,panelist,low,1,0,1,0,3.953379989173271
41,12,09,41_09,panelist,med,1,0,0,0,4.452016313620922
41,12,10,41_10,panelist,high,1,1,0,0,3.82453182604653
41,12,11,41_11,panelist,high,1,1,0,0,3.840865157620525
41,12,12,41_12,panelist,med,1,0,0,0,4.2316995467095255
41,12,13,41_13,panelist,high,1,1,0,0,4.292812206165674
41,12,14,41_14,panelist,none,1,0,0,1,4.548460897718284
41,12,15,41_15,panelist,low,1,0,1,0,4.251459114368369
41,12,16,41_16,panelist,med,1,0,0,0,4.0215908410445484
41,12,17,41_17,panelist,med,1,0,0,0,4.419537503117654
41,12,18,41_18,reviewer,med,0,0,0,0,3.949700569203729
41,12,19,41_19,panelist,none,1,0,0,1,4.428142557179901
41,12,20,41_20,panelist,low,1,0,1,0,4.240987648047225
41,12,21,41_21,panelist,none,1,0,0,1,4.448917910011837
41,12,22,41_22,panelist,med,1,0,0,0,3.7216303444926244
41,12,23,41_23,panelist,med,1,0,0,0,4.072533179099352
41,12,24,41_24,panelist,med,1,0,0,0,3.8116085023803628
41,13,01,41_01,panelist,low,1,0,1,0,4.061759625060328
41,13,02,41_02,panelist,high,1,1,0,0,4.582320236852158
41,13,03,41_03,panelist,high,1,1,0,0,4.003684196056304
41,13,04,41_04,panelist,med,1,0,0,0,4.067725299284565
41,13,05,41_05,reviewer,med,0,0,0,0,3.5813985415039364
41,13,06,41_06,panelist,none,1,0,0,1,4.28368953713533
41,13,07,41_07,panelist,med,1,0,0,0,4.416081051979087
41,13,08,41_08,panelist,none,1,0,0,1,4.628117429736317
41,13,09,41_09,panelist,med,1,0,0,0,4.653784849961345
41,13,10,41_10,panelist,high,1,1,0,0,3.9548214739404792
41,13,11,41_11,panelist,low,1,0,1,0,4.102823204501588
41,13,12,41_12,panelist,low,1,0,1,0,4.01835604718734
41,13,13,41_13,panelist,med,1,0,0,0,4.587129849635955
41,13,14,41_14,panelist,high,1,1,0,0,4.02343728712131
41,13,15,41_15,panelist,none,1,0,0,1,4.5390057365762155
41,13,16,41_16,panelist,med,1,0,0,0,4.220662209768687
41,13,17,41_17,reviewer,high,0,1,0,0,4.308361275777137
41,13,18,41_18,reviewer,high,0,1,0,0,3.991737659993642
41,13,19,41_19,panelist,med,1,0,0,0,4.072956360099624
41,13,20,41_20,panelist,low,1,0,1,0,4.736005093573021
41,13,21,41_21,panelist,med,1,0,0,0,4.361350433515382
41,13,22,41_22,panelist,med,1,0,0,0,4.346889208994083
41,13,23,41_23,panelist,med,1,0,0,0,4.318756908793353
41,13,24,41_24,panelist,none,1,0,0,1,4.063340886409674
41,14,01,41_01,panelist,med,1,0,0,0,3.6585485995736473
41,14,02,41_02,panelist,med,1,0,0,0,4.403223954598986
41,14,03,41_03,panelist,med,1,0,0,0,3.7538507116564412
41,14,04,41_04,panelist,high,1,1,0,0,3.743617135835654
41,14,05,41_05,panelist,high,1,1,0,0,3.8693904818093183
41,14,06,41_06,panelist,none,1,0,0,1,4.169935584937479
41,14,07,41_07,panelist,low,1,0,1,0,3.946927510796773
41,14,08,41_08,panelist,none,1,0,0,1,4.030381849798912
41,14,09,41_09,reviewer,none,0,0,0,1,4.641153015785686
41,14,10,41_10,panelist,med,1,0,0,0,4.129793714569488
41,14,11,41_11,panelist,med,1,0,0,0,3.5785803223190924
41,14,12,41_12,panelist,low,1,0,1,0,3.866319421451779
41,14,13,41_13,panelist,high,1,1,0,0,4.068557899120072
41,14,14,41_14,panelist,high,1,1,0,0,3.81392200737955
41,14,15,41_15,panelist,med,1,0,0,0,4.064827264802681
41,14,16,41_16,panelist,high,1,1,0,0,3.9634733894148564
41,14,17,41_17,reviewer,low,0,0,1,0,3.7879731127754983
41,14,18,41_18,panelist,med,1,0,0,0,4.05919555508735
41,14,19,41_19,panelist,low,1,0,1,0,3.644565066516669
41,14,20,41_20,panelist,high,1,1,0,0,4.033270812723797
41,14,21,41_21,reviewer,med,0,0,0,0,3.7688689331683247
41,14,22,41_22,panelist,none,1,0,0,1,4.3230241232945845
41,14,23,41_23,panelist,med,1,0,0,0,3.797422695064298
41,14,24,41_24,panelist,med,1,0,0,0,4.111046777525321
41,15,01,41_01,panelist,med,1,0,0,0,3.740964949941
41,15,02,41_02,panelist,high,1,1,0,0,4.059139641067464
41,15,03,41_03,panelist,high,1,1,0,0,3.688042869787278
41,15,04,41_04,panelist,med,1,0,0,0,3.6120636274472053
41,15,05,41_05,panelist,high,1,1,0,0,3.550134938735632
41,15,06,41_06,panelist,low,1,0,1,0,3.757116895123723
41,15,07,41_07,panelist,med,1,0,0,0,3.676441377408143
41,15,08,41_08,panelist,high,1,1,0,0,3.6478835602248654
41,15,09,41_09,panelist,high,1,1,0,0,4.061236752280714
41,15,10,41_10,panelist,none,1,0,0,1,3.5245615940819714
41,15,11,41_11,reviewer,med,0,0,0,0,3.505232329011181
41,15,12,41_12,panelist,med,1,0,0,0,3.6287265549008194
41,15,13,41_13,panelist,med,1,0,0,0,3.94830556550908
41,15,14,41_14,panelist,high,1,1,0,0,3.78077781319868
41,15,15,41_15,panelist,med,1,0,0,0,3.9427903008141176
41,15,16,41_16,panelist,none,1,0,0,1,3.777753119821086
41,15,17,41_17,panelist,low,1,0,1,0,3.6541161952141716
41,15,18,41_18,panelist,med,1,0,0,0,3.76555365394203
41,15,19,41_19,panelist,none,1,0,0,1,3.6655395276306906
41,15,20,41_20,panelist,low,1,0,1,0,3.9483094806344026
41,15,21,41_21,panelist,med,1,0,0,0,3.6667786121336525
41,15,22,41_22,reviewer,low,0,0,1,0,3.5669783276306
41,15,23,41_23,reviewer,med,0,0,0,0,3.509042641544163
41,15,24,41_24,panelist,none,1,0,0,1,3.574795902976388
42,1,01,42_01,panelist,low,1,0,1,0,3.9625594268491198
42,1,02,42_02,reviewer,high,0,1,0,0,4.090775270796008
42,1,03,42_03,panelist,med,1,0,0,0,3.7156756772664696
42,1,04,42_04,panelist,none,1,0,0,1,4.008923783981351
42,1,05,42_05,panelist,med,1,0,0,0,3.794107569729565
42,1,06,42_06,panelist,low,1,0,1,0,4.465417939926727
42,1,07,42_07,reviewer,none,0,0,0,1,4.390676960894222
42,1,08,42_08,panelist,med,1,0,0,0,4.546534090096521
42,1,09,42_09,panelist,none,1,0,0,1,4.556868946274533
42,1,10,42_10,panelist,med,1,0,0,0,3.7531213906955463
42,1,11,42_11,panelist,med,1,0,0,0,4.045639724531117
42,1,12,42_12,panelist,high,1,1,0,0,3.6522301822354106
42,1,13,42_13,panelist,high,1,1,0,0,3.986210227363567
42,1,14,42_14,panelist,none,1,0,0,1,4.227431145400959
42,1,15,42_15,panelist,high,1,1,0,0,3.831186052264825
42,1,16,42_16,panelist,med,1,0,0,0,4.388078492507591
42,1,17,42_17,reviewer,high,0,1,0,0,3.7355600744406274
42,1,18,42_18,panelist,low,1,0,1,0,4.038788769454273
42,1,19,42_19,panelist,high,1,1,0,0,3.880964266364982
42,1,20,42_20,panelist,med,1,0,0,0,4.122613867647157
42,1,21,42_21,panelist,med,1,0,0,0,4.049688416357022
42,1,22,42_22,panelist,low,1,0,1,0,4.6068581134272515
42,1,23,42_23,panelist,med,1,0,0,0,3.961925515966606
42,1,24,42_24,panelist,med,1,0,0,0,3.9049694488656006
42,2,01,42_01,panelist,med,1,0,0,0,4.300739246800343
42,2,02,42_02,panelist,med,1,0,0,0,4.709053512032034
42,2,03,42_03,reviewer,low,0,0,1,0,3.628962887421291
42,2,04,42_04,panelist,high,1,1,0,0,3.982496091008496
42,2,05,42_05,panelist,med,1,0,0,0,3.884779824282627
42,2,06,42_06,panelist,none,1,0,0,1,4.2558823837843605
42,2,07,42_07,reviewer,med,0,0,0,0,3.647401472126126
42,2,08,42_08,panelist,high,1,1,0,0,4.0916311180689124
42,2,09,42_09,panelist,high,1,1,0,0,4.402398344790866
42,2,10,42_10,panelist,none,1,0,0,1,4.534141711673268
42,2,11,42_11,panelist,med,1,0,0,0,3.6859718188002044
42,2,12,42_12,reviewer,med,0,0,0,0,4.005400298195874
42,2,13,42_13,panelist,high,1,1,0,0,4.632837910393758
42,2,14,42_14,panelist,med,1,0,0,0,4.450665073598326
42,2,15,42_15,panelist,high,1,1,0,0,4.12268023062491
42,2,16,42_16,panelist,high,1,1,0,0,4.150466226324246
42,2,17,42_17,panelist,low,1,0,1,0,4.217813764564879
42,2,18,42_18,panelist,med,1,0,0,0,4.548288715410933
42,2,19,42_19,panelist,med,1,0,0,0,3.5725594247157697
42,2,20,42_20,panelist,low,1,0,1,0,4.360803168776424
42,2,21,42_21,panelist,low,1,0,1,0,4.310330939993555
42,2,22,42_22,panelist,none,1,0,0,1,4.1702560507152615
42,2,23,42_23,panelist,none,1,0,0,1,4.533005708318048
42,2,24,42_24,panelist,med,1,0,0,0,4.012774712148272
42,3,01,42_01,panelist,med,1,0,0,0,3.8568338349882483
42,3,02,42_02,panelist,none,1,0,0,1,4.391272741341743
42,3,03,42_03,panelist,med,1,0,0,0,4.048030429313329
42,3,04,42_04,panelist,med,1,0,0,0,3.8410043048321585
42,3,05,42_05,panelist,med,1,0,0,0,3.7245560400627324
42,3,06,42_06,panelist,med,1,0,0,0,4.1177121425216034
42,3,07,42_07,panelist,med,1,0,0,0,4.022086587522836
42,3,08,42_08,panelist,high,1,1,0,0,4.455507629856461
42,3,09,42_09,panelist,high,1,1,0,0,4.726356291837929
42,3,10,42_10,panelist,med,1,0,0,0,4.26026323750361
42,3,11,42_11,panelist,med,1,0,0,0,3.764835191778044
42,3,12,42_12,panelist,low,1,0,1,0,4.093812983503382
42,3,13,42_13,panelist,low,1,0,1,0,4.529582066795185
42,3,14,42_14,panelist,none,1,0,0,1,4.063799704529185
42,3,15,42_15,reviewer,high,0,1,0,0,4.024890716275702
42,3,16,42_16,panelist,low,1,0,1,0,4.056612980513266
42,3,17,42_17,panelist,none,1,0,0,1,4.173116706887405
42,3,18,42_18,panelist,high,1,1,0,0,4.0189231202988935
42,3,19,42_19,reviewer,med,0,0,0,0,3.8443705603679392
42,3,20,42_20,panelist,high,1,1,0,0,4.344307537842131
42,3,21,42_21,reviewer,none,0,0,0,1,4.079805002407976
42,3,22,42_22,panelist,high,1,1,0,0,4.05341574332003
42,3,23,42_23,panelist,low,1,0,1,0,4.535362275232384
42,3,24,42_24,panelist,med,1,0,0,0,3.873059242877884
42,4,01,42_01,panelist,med,1,0,0,0,4.255693044375813
42,4,02,42_02,panelist,med,1,0,0,0,4.808447254550176
42,4,03,42_03,panelist,none,1,0,0,1,4.028110827278782
42,4,04,42_04,panelist,med,1,0,0,0,4.378728867355887
42,4,05,42_05,panelist,low,1,0,1,0,3.867088648508228
42,4,06,42_06,panelist,med,1,0,0,0,4.759668930172536
42,4,07,42_07,panelist,high,1,1,0,0,3.9746268885194023
42,4,08,42_08,reviewer,med,0,0,0,0,4.097392455674263
42,4,09,42_09,panelist,high,1,1,0,0,4.517087885647121
42,4,10,42_10,reviewer,high,0,1,0,0,3.6701977312247798
42,4,11,42_11,panelist,high,1,1,0,0,3.8570797473755403
42,4,12,42_12,panelist,med,1,0,0,0,4.481960395486221
42,4,13,42_13,panelist,med,1,0,0,0,4.704750615132393
42,4,14,42_14,panelist,high,1,1,0,0,4.177799697077603
42,4,15,42_15,panelist,high,1,1,0,0,4.514813110764787
42,4,16,42_16,panelist,med,1,0,0,0,4.4025566006679835
42,4,17,42_17,panelist,med,1,0,0,0,4.351258643286438
42,4,18,42_18,panelist,med,1,0,0,0,4.147301941235319
42,4,19,42_19,panelist,none,1,0,0,1,4.0959310844807915
42,4,20,42_20,panelist,low,1,0,1,0,4.341156637244341
42,4,21,42_21,panelist,none,1,0,0,1,4.657184638161266
42,4,22,42_22,panelist,low,1,0,1,0,4.513905539363054
42,4,23,42_23,panelist,none,1,0,0,1,4.3576757182766785
42,4,24,42_24,reviewer,low,0,0,1,0,3.8512928158856963
42,5,01,42_01,panelist,med,1,0,0,0,3.8313441414334206
42,5,02,42_02,panelist,none,1,0,0,1,4.722796146327689
42,5,03,42_03,panelist,med,1,0,0,0,3.6483777141503047
42,5,04,42_04,panelist,none,1,0,0,1,4.096728012967568
42,5,05,42_05,panelist,med,1,0,0,0,3.549894292232471
42,5,06,42_06,reviewer,med,0,0,0,0,3.922799185405258
42,5,07,42_07,panelist,med,1,0,0,0,3.691078591025142
42,5,08,42_08,panelist,med,1,0,0,0,4.416392339982177
42,5,09,42_09,panelist,low,1,0,1,0,4.587806462564482
42,5,10,42_10,panelist,med,1,0,0,0,4.086664335879748
42,5,11,42_11,panelist,low,1,0,1,0,3.6776596069320364
42,5,12,42_12,panelist,med,1,0,0,0,3.95584496115797
42,5,13,42_13,panelist,high,1,1,0,0,4.100944367971893
42,5,14,42_14,panelist,low,1,0,1,0,3.9007388505203164
42,5,15,42_15,panelist,high,1,1,0,0,3.7044931992596983
42,5,16,42_16,panelist,none,1,0,0,1,4.38443809232009
42,5,17,42_17,reviewer,high,0,1,0,0,3.641938136767298
42,5,18,42_18,reviewer,med,0,0,0,0,3.847812896913924
42,5,19,42_19,panelist,none,1,0,0,1,3.7191913097112512
42,5,20,42_20,panelist,low,1,0,1,0,3.9360711083900948
42,5,21,42_21,panelist,med,1,0,0,0,3.99056412390578
42,5,22,42_22,panelist,high,1,1,0,0,3.8042124167863256
42,5,23,42_23,panelist,high,1,1,0,0,3.573654740809615
42,5,24,42_24,panelist,high,1,1,0,0,3.560817811880243
42,6,01,42_01,panelist,med,1,0,0,0,4.389707905311617
42,6,02,42_02,reviewer,med,0,0,0,0,4.239427302436687
42,6,03,42_03,panelist,high,1,1,0,0,3.921609789928239
42,6,04,42_04,panelist,high,1,1,0,0,4.015856232404767
42,6,05,42_05,panelist,high,1,1,0,0,4.123312321102775
42,6,06,42_06,panelist,med,1,0,0,0,4.0029341906810485
42,6,07,42_07,panelist,none,1,0,0,1,3.971633619287769
42,6,08,42_08,panelist,med,1,0,0,0,4.767774419477722
42,6,09,42_09,panelist,med,1,0,0,0,4.821440199899059
42,6,10,42_10,reviewer,high,0,1,0,0,4.199398810808318
42,6,11,42_11,panelist,med,1,0,0,0,3.9115289012059877
42,6,12,42_12,panelist,med,1,0,0,0,4.435303937768485
42,6,13,42_13,panelist,low,1,0,1,0,4.847678265216843
42,6,14,42_14,reviewer,med,0,0,0,0,4.197981607195325
42,6,15,42_15,panelist,high,1,1,0,0,4.743885782991519
42,6,16,42_16,panelist,med,1,0,0,0,4.0069726043578155
42,6,17,42_17,panelist,low,1,0,1,0,4.760549057812493
42,6,18,42_18,panelist,low,1,0,1,0,4.328021658250193
42,6,19,42_19,panelist,none,1,0,0,1,4.160426272312496
42,6,20,42_20,panelist,med,1,0,0,0,4.722333693971908
42,6,21,42_21,panelist,low,1,0,1,0,4.434997195743398
42,6,22,42_22,panelist,none,1,0,0,1,4.454311544857295
42,6,23,42_23,panelist,none,1,0,0,1,4.727203210575561
42,6,24,42_24,panelist,high,1,1,0,0,3.9396718210349517
42,7,01,42_01,reviewer,low,0,0,1,0,4.321082369060528
42,7,02,42_02,panelist,high,1,1,0,0,4.72430214519776
42,7,03,42_03,panelist,med,1,0,0,0,4.2894192546672985
